date,T_0,T_1,W_0,W_1,inter_0,inter_1,W_diff,T_diff,const,trend
2020-05-19,0.6227658951069441,0.5785874396869419,0.20123658422772073,0.20500595947556974,0.6281863723012908,0.5440170005572372,0.4146730462519728,0.39513403919801754,1.0,0.47058823529411764
2020-05-29,0.5840169938470554,0.5800311538315412,0.19540363975735078,0.20023837902264716,0.5720248371329452,0.5326913263637219,0.43062200956934243,0.4774348577006833,1.0,0.4823529411764706
2020-05-31,0.5846029885731029,0.5993313323961855,0.1942370508632781,0.1990464839094182,0.5691802987986073,0.5471400138860645,0.43062200956934243,0.5143801156416611,1.0,0.49411764705882355
2020-06-09,0.5319733372399649,0.5147980699821435,0.190387307512833,0.1942789034564956,0.5076736358070049,0.45871140445047454,0.41945773524716556,0.45520762934594894,1.0,0.5058823529411764
2020-06-12,0.751098740111339,0.590479085141142,0.18840410639290814,0.19308700834326664,0.7093231767766479,0.52291916282391,0.43062200956934243,0.15551550649545698,1.0,0.5176470588235293
2020-06-20,0.7022780544975096,0.7157022909463926,0.1857209519365357,0.19070321811680874,0.6537726540964665,0.6259900255477825,0.4354066985646258,0.5031163174889239,1.0,0.5294117647058824
2020-06-24,0.8310870202168181,0.7588997378519053,0.18257116192253817,0.1871275327771151,0.7605634164785767,0.6513269950929391,0.43062200956934243,0.3243973867988286,1.0,0.5411764705882353
2020-07-01,0.6950996191034281,0.667109912237377,0.17907139524032017,0.18152562574493766,0.623921599366426,0.5554082420386305,0.40350877192979595,0.4217916948261622,1.0,0.5529411764705883
2020-07-06,0.5556328743041312,0.746248242847916,0.18257116192253817,0.18593563766388616,0.5084835004140881,0.6363894086295866,0.4146730462519728,0.8641585942779905,1.0,0.5647058823529412
2020-07-12,0.5916349252856724,0.5442422400364727,0.1814045730284655,0.18593563766388616,0.5379709031270038,0.46412169222170996,0.43062200956934243,0.39107907186303215,1.0,0.5764705882352941
2020-07-18,0.7167814239671843,0.6753162873750996,0.17942137190854066,0.18355184743742825,0.644640619501991,0.568516362018666,0.4258373205741497,0.3935571074566344,1.0,0.5882352941176471
2020-07-23,0.6755786697919718,0.5915808669883362,0.17557162855809555,0.17997616209773462,0.5945481323856101,0.4883217744248503,0.43062200956934243,0.3125328527446123,1.0,0.6
2020-07-30,0.7267067096396133,0.668363663994529,0.17090527298180488,0.17520858164481878,0.6225459110671793,0.5370876784382582,0.43062200956934243,0.3594653450476834,1.0,0.611764705882353
2020-08-03,0.6856504541459127,0.7642946696554083,0.16623891740550759,0.1704410011918962,0.5713368323596384,0.5974642053907266,0.43062200956934243,0.6332507321468799,1.0,0.6235294117647059
2020-08-11,1.0,1.0,0.15573961735884032,0.15971394517282886,0.7806490867258558,0.7325205648049846,0.4306220095694331,0.4546068934444697,1.0,0.6352941176470588
2020-08-14,0.8851084090243188,0.9471144713346756,0.15107326178254965,0.15494636471990625,0.6702561776403793,0.6730709520299646,0.43062200956934243,0.5856424119546445,1.0,0.6470588235294118
2020-08-23,0.6847348373864635,0.8112913643098666,0.14559029398040016,0.15017878426698367,0.4997025891895093,0.5588077511874037,0.4417862838915193,0.7280168206052414,1.0,0.6588235294117647
2020-08-25,0.661221799003809,0.6275217506933627,0.144073728418107,0.14779499404052576,0.47751686066795657,0.42536866282401564,0.43062200956934243,0.41300593226702714,1.0,0.6705882352941176
2020-09-04,0.6859434515089364,0.5026024847080277,0.13590760615959172,0.1370679380214584,0.46729252078310746,0.3159639211688974,0.39872408293460315,0.11541638507171284,1.0,0.6823529411764706
2020-09-05,0.5586727219455025,0.6827628129630333,0.13707419505366436,0.13825983313468734,0.38385740557630194,0.43295511164197253,0.39872408293460315,0.7324472478786515,1.0,0.6941176470588235
2020-09-16,0.7739891590975682,0.7940427795296531,0.1269248716752242,0.1299165673420779,0.49242303823337324,0.47313537703061126,0.4258373205741497,0.510925884208155,1.0,0.7058823529411764
2020-09-27,0.4127966598300616,0.3751757152083887,0.12074195053663377,0.11918951132300377,0.24983375448863537,0.20509248269071373,0.3668261562997733,0.42359390253060003,1.0,0.7176470588235294
